"outcome_concept_id","snomed_outcome_concept_id","concept_id","concept_name","domain_id","vocabulary_id","concept_class_id","standard_concept","concept_code","valid_start_date","valid_end_date","invalid_reason"
36110828,436334,36110828,"American trypanosomiasis","Condition","MedDRA","PT","C",10001935,"1970-01-01","2099-12-31",""
35606940,4137241,35606940,"Corneal decompensation","Condition","MedDRA","PT","C",10052117,"1970-01-01","2099-12-31",""
37019394,4090870,37019394,"Bladder spasm","Condition","MedDRA","PT","C",10048994,"1970-01-01","2099-12-31",""
37119524,4149084,37119524,"Vaginal inflammation","Condition","MedDRA","PT","C",10046916,"1970-01-01","2099-12-31",""
37119768,432966,37119768,"Labia enlarged","Condition","MedDRA","PT","C",10023527,"1970-01-01","2099-12-31",""
36718609,4150603,36718609,"Cerebral atrophy","Condition","MedDRA","PT","C",10008096,"1970-01-01","2099-12-31",""
36718610,4077014,36718610,"Cerebral calcification","Condition","MedDRA","PT","C",10066296,"1970-01-01","2099-12-31",""
35205043,4094132,35205043,"Nocturnal dyspnoea","Condition","MedDRA","PT","C",10049235,"1970-01-01","2099-12-31",""
35708105,4226916,35708105,"Gastrointestinal hypomotility","Condition","MedDRA","PT","C",10052105,"1970-01-01","2099-12-31",""
35104762,4119772,35104762,"Lymphocele","Condition","MedDRA","PT","C",10048642,"1970-01-01","2099-12-31",""
36818690,4152967,36818690,"Perineal laceration","Condition","MedDRA","LLT","C",10034521,"1970-01-01","2099-12-31",""
36818805,443929,36818805,"Postpartum haemorrhage","Condition","MedDRA","PT","C",10036417,"1970-01-01","2099-12-31",""
35607141,380995,35607141,"Neuromyelitis optica","Condition","MedDRA","PT","C",10029322,"1970-01-01","2099-12-31",""
35204935,4090074,35204935,"Foetal heart rate deceleration","Condition","MedDRA","LLT","C",10058322,"1970-01-01","2099-12-31",""
35305641,4103381,35305641,"Retinitis pigmentosa","Condition","MedDRA","PT","C",10038914,"1970-01-01","2099-12-31",""
36211086,76784,36211086,"Haemarthrosis","Condition","MedDRA","PT","C",10018829,"1970-01-01","2099-12-31",""
36416579,4253927,36416579,"Hyperchloraemia","Condition","MedDRA","PT","C",10020597,"1970-01-01","2099-12-31",""
36211184,4261870,36211184,"Poisoning deliberate","Condition","MedDRA","PT","C",10036000,"1970-01-01","2099-12-31",""
36110427,135473,36110427,"Dermatophytosis","Condition","MedDRA","PT","C",10012504,"1970-01-01","2099-12-31",""
35707805,4066036,35707805,"Gastric fistula","Condition","MedDRA","PT","C",10065713,"1970-01-01","2099-12-31",""
37521621,435022,37521621,"Forceps delivery","Procedure","MedDRA","PT","C",10016991,"1970-01-01","2099-12-31",""
35708667,4065913,35708667,"Pneumoperitoneum","Condition","MedDRA","PT","C",10048299,"1970-01-01","2099-12-31",""
36211395,433760,36211395,"Autonomic dysreflexia","Condition","MedDRA","PT","C",10068196,"1970-01-01","2099-12-31",""
35607359,4338894,35607359,"Macular hole","Condition","MedDRA","PT","C",10051058,"1970-01-01","2099-12-31",""
35707572,76458,35707572,"Proctalgia","Condition","MedDRA","PT","C",10036772,"1970-01-01","2099-12-31",""
36314941,4236309,36314941,"Nuclear magnetic resonance imaging brain abnormal","Procedure","MedDRA","PT","C",10029818,"1970-01-01","2099-12-31",""
35708078,201957,35708078,"Necrotising enterocolitis neonatal","Condition","MedDRA","PT","C",10055667,"1970-01-01","2099-12-31",""
36818701,192698,36818701,"Uterine hypertonus","Condition","MedDRA","PT","C",10046790,"1970-01-01","2099-12-31",""
37219906,4018236,37219906,"Respiratory gas exchange disorder","Condition","MedDRA","PT","C",10062105,"1970-01-01","2099-12-31",""
35809331,4338356,35809331,"Drug tolerance","Condition","MedDRA","PT","C",10052804,"1970-01-01","2099-12-31",""
35707833,4265627,35707833,"Hyperchlorhydria","Condition","MedDRA","PT","C",10020601,"1970-01-01","2099-12-31",""
36009856,4086243,36009856,"Pulmonary sarcoidosis","Condition","MedDRA","PT","C",10037430,"1970-01-01","2099-12-31",""
35606814,4201531,35606814,"Anterior chamber disorder","Condition","MedDRA","PT","C",10061641,"1970-01-01","2099-12-31",""
35607109,376709,35607109,"Eye discharge","Condition","MedDRA","PT","C",10015915,"1970-01-01","2099-12-31",""
35607117,4319157,35607117,"Eye infection staphylococcal","Condition","MedDRA","PT","C",10015937,"1970-01-01","2099-12-31",""
35809001,4318393,35809001,"Injection site necrosis","Condition","MedDRA","PT","C",10022082,"1970-01-01","2099-12-31",""
37220001,4069450,37220001,"Vocal cord thickening","Condition","MedDRA","PT","C",10047676,"1970-01-01","2099-12-31",""
35708217,4049350,35708217,"Afferent loop syndrome","Condition","MedDRA","PT","C",10056245,"1970-01-01","2099-12-31",""
35808986,4319318,35808986,"Injection site inflammation","Condition","MedDRA","PT","C",10022078,"1970-01-01","2099-12-31",""
36009768,133834,36009768,"Dermatitis atopic","Condition","MedDRA","PT","C",10012438,"1970-01-01","2099-12-31",""
35707988,4268754,35707988,"Appendiceal abscess","Condition","MedDRA","PT","C",10049764,"1970-01-01","2099-12-31",""
36516788,4163270,36516788,"Seronegative arthritis","Condition","MedDRA","PT","C",10062164,"1970-01-01","2099-12-31",""
35909492,4104000,35909492,"Hepatic lesion","Condition","MedDRA","PT","C",10061998,"1970-01-01","2099-12-31",""
36717970,4121629,36717970,"Carotid artery aneurysm","Condition","MedDRA","PT","C",10007686,"1970-01-01","2099-12-31",""
35607439,4290687,35607439,"Amaurosis","Condition","MedDRA","PT","C",10001902,"1970-01-01","2099-12-31",""
37420460,4012570,37420460,"High risk sexual behaviour","Observation","MedDRA","PT","C",10020082,"1970-01-01","2099-12-31",""
35607288,434929,35607288,"Ophthalmoplegia","Condition","MedDRA","PT","C",10030875,"1970-01-01","2099-12-31",""
37622440,4354255,37622440,"Labile blood pressure","Condition","MedDRA","PT","C",10023533,"1970-01-01","2099-12-31",""
36110533,4056903,36110533,"Vulvovaginitis","Condition","MedDRA","PT","C",10047794,"1970-01-01","2099-12-31",""
35607408,432890,35607408,"Retinal aneurysm","Condition","MedDRA","PT","C",10064145,"1970-01-01","2099-12-31",""
35506532,433471,35506532,"Retinal neovascularisation","Condition","MedDRA","PT","C",10055666,"1970-01-01","2099-12-31",""
36516991,4030426,36516991,"Purple glove syndrome","Condition","MedDRA","PT","C",10058114,"1970-01-01","2099-12-31",""
36009725,4223759,36009725,"Type I hypersensitivity","Condition","MedDRA","PT","C",10045240,"1970-01-01","2099-12-31",""
36416642,4145059,36416642,"Epidural lipomatosis","Condition","MedDRA","PT","C",10067599,"1970-01-01","2099-12-31",""
35205281,4124693,35205281,"Hypertrophic cardiomyopathy","Condition","MedDRA","PT","C",10020871,"1970-01-01","2099-12-31",""
36718044,4249605,36718044,"Cerebral vasoconstriction","Condition","MedDRA","PT","C",10059109,"1970-01-01","2099-12-31",""
35607452,377861,35607452,"Accommodation disorder","Condition","MedDRA","PT","C",10000389,"1970-01-01","2099-12-31",""
35506744,4215809,35506744,"Hypercalciuria","Condition","MedDRA","PT","C",10020590,"1970-01-01","2099-12-31",""
36110627,199073,36110627,"Psoas abscess","Condition","MedDRA","PT","C",10056517,"1970-01-01","2099-12-31",""
35708158,200215,35708158,"Abdominal rigidity","Condition","MedDRA","PT","C",10000090,"1970-01-01","2099-12-31",""
35506518,4224254,35506518,"Diabetic ketoacidotic hyperglycaemic coma","Condition","MedDRA","PT","C",10012672,"1970-01-01","2099-12-31",""
35506601,4168447,35506601,"Gynaecomastia","Condition","MedDRA","PT","C",10018800,"1970-01-01","2099-12-31",""
37219801,255841,37219801,"Bronchitis chronic","Condition","MedDRA","PT","C",10006458,"1970-01-01","2099-12-31",""
35305656,4122221,35305656,"Odontogenic cyst","Condition","MedDRA","PT","C",10063413,"1970-01-01","2099-12-31",""
35305853,4294142,35305853,"Mucopolysaccharidosis I","Condition","MedDRA","PT","C",10056886,"1970-01-01","2099-12-31",""
36110140,4211821,36110140,"Haemophilus infection","Condition","MedDRA","PT","C",10061190,"1970-01-01","2099-12-31",""
37019433,4171926,37019433,"Ketonuria","Condition","MedDRA","PT","C",10023388,"1970-01-01","2099-12-31",""
36109991,192239,36109991,"Post herpetic neuralgia","Condition","MedDRA","PT","C",10036376,"1970-01-01","2099-12-31",""
37019462,79873,37019462,"Calculus urinary","Condition","MedDRA","PT","C",10007027,"1970-01-01","2099-12-31",""
36110347,438077,36110347,"Systemic candida","Condition","MedDRA","PT","C",10042938,"1970-01-01","2099-12-31",""
35909431,4340397,35909431,"Biliary cyst","Condition","MedDRA","PT","C",10052384,"1970-01-01","2099-12-31",""
35306202,76737,35306202,"Hydrocele","Condition","MedDRA","PT","C",10020488,"1970-01-01","2099-12-31",""
37119602,4155894,37119602,"Scrotal swelling","Condition","MedDRA","PT","C",10039759,"1970-01-01","2099-12-31",""
36110218,4160460,36110218,"Bullous impetigo","Condition","MedDRA","PT","C",10006563,"1970-01-01","2099-12-31",""
36009842,140487,36009842,"Dermatitis herpetiformis","Condition","MedDRA","PT","C",10012468,"1970-01-01","2099-12-31",""
37420381,4022081,37420381,"Living in residential institution","Observation","MedDRA","PT","C",10024733,"1970-01-01","2099-12-31",""
35707698,4160584,35707698,"Pharyngoesophageal diverticulum","Condition","MedDRA","LLT","C",10056996,"1970-01-01","2099-12-31",""
35708679,4316358,35708679,"Peritoneal fibrosis","Condition","MedDRA","PT","C",10034665,"1970-01-01","2099-12-31",""
35104158,4098292,35104158,"Antiphospholipid syndrome","Condition","MedDRA","PT","C",10002817,"1970-01-01","2099-12-31",""
35104837,4120262,35104837,"Eosinophilic pneumonia chronic","Condition","MedDRA","PT","C",10052833,"1970-01-01","2099-12-31",""
35205061,4108164,35205061,"Aortic valve calcification","Condition","MedDRA","PT","C",10050559,"1970-01-01","2099-12-31",""
37420369,4144281,37420369,"Loss of employment","Observation","MedDRA","PT","C",10024861,"1970-01-01","2099-12-31",""
36313096,4306445,36313096,"Prothrombin time shortened","Condition","MedDRA","PT","C",10037070,"1970-01-01","2099-12-31",""
36110826,194871,36110826,"Vulvovaginitis trichomonal","Condition","MedDRA","PT","C",10047799,"1970-01-01","2099-12-31",""
35909483,4279640,35909483,"Haemobilia","Condition","MedDRA","PT","C",10058947,"1970-01-01","2099-12-31",""
36110039,4029295,36110039,"Folliculitis","Condition","MedDRA","PT","C",10016936,"1970-01-01","2099-12-31",""
37622489,321876,37622489,"Microangiopathy","Condition","MedDRA","PT","C",10062198,"1970-01-01","2099-12-31",""
36718437,381035,36718437,"Vertigo CNS origin","Condition","MedDRA","PT","C",10047343,"1970-01-01","2099-12-31",""
37219924,4084392,37219924,"Rhonchi","Condition","MedDRA","PT","C",10039109,"1970-01-01","2099-12-31",""
37622433,4124836,37622433,"Peripheral ischaemia","Condition","MedDRA","PT","C",10034576,"1970-01-01","2099-12-31",""
36718419,4269934,36718419,"Dyslalia","Condition","MedDRA","PT","C",10013931,"1970-01-01","2099-12-31",""
35707854,28779,35707854,"Oesophageal varices haemorrhage","Condition","MedDRA","PT","C",10030210,"1970-01-01","2099-12-31",""
36311929,4095285,36311929,"Electrocardiogram ST segment depression","Measurement","MedDRA","PT","C",10014391,"1970-01-01","2099-12-31",""
36919181,434903,36919181,"Psychosexual disorder","Condition","MedDRA","PT","C",10037222,"1970-01-01","2099-12-31",""
36110675,4165681,36110675,"Pilonidal cyst","Condition","MedDRA","PT","C",10035043,"1970-01-01","2099-12-31",""
35607397,437867,35607397,"Choroidal haemorrhage","Condition","MedDRA","PT","C",10008786,"1970-01-01","2099-12-31",""
36316408,4306241,36316408,"Iron binding capacity total decreased","Condition","MedDRA","PT","C",10022963,"1970-01-01","2099-12-31",""
36009921,313223,36009921,"Wegener's granulomatosis","Condition","MedDRA","LLT","C",10047888,"1970-01-01","2099-12-31",""
36110644,440477,36110644,"Septic embolus","Condition","MedDRA","PT","C",10040067,"1970-01-01","2099-12-31",""
35205310,314658,35205310,"Cardiac hypertrophy","Condition","MedDRA","PT","C",10007572,"1970-01-01","2099-12-31",""
37019423,434164,37019423,"Glycosuria","Condition","MedDRA","PT","C",10018473,"1970-01-01","2099-12-31",""
35607461,373478,35607461,"Presbyopia","Condition","MedDRA","PT","C",10036628,"1970-01-01","2099-12-31",""
36818621,4262136,36818621,"Blighted ovum","Condition","MedDRA","PT","C",10005160,"1970-01-01","2099-12-31",""
35606847,375552,35606847,"Pterygium","Condition","MedDRA","PT","C",10037263,"1970-01-01","2099-12-31",""
36009831,4079731,36009831,"Juvenile arthritis","Condition","MedDRA","LLT","C",10059177,"1970-01-01","2099-12-31",""
36919212,436962,36919212,"Sleep disorder due to general medical condition, insomnia type","Condition","MedDRA","PT","C",10040986,"1970-01-01","2099-12-31",""
36110391,4049965,36110391,"Pneumonia fungal","Condition","MedDRA","PT","C",10061354,"1970-01-01","2099-12-31",""
37119566,4029169,37119566,"Ovarian torsion","Condition","MedDRA","LLT","C",10033280,"1970-01-01","2099-12-31",""
35708701,25572,35708701,"Salivary gland disorder","Condition","MedDRA","PT","C",10061935,"1970-01-01","2099-12-31",""
35306045,4247802,35306045,"Muscular dystrophy","Condition","MedDRA","PT","C",10028356,"1970-01-01","2099-12-31",""
36009917,4182711,36009917,"Vasculitic rash","Condition","MedDRA","PT","C",10047111,"1970-01-01","2099-12-31",""
35306086,438244,35306086,"Congenital hydrocephalus","Condition","MedDRA","PT","C",10010506,"1970-01-01","2099-12-31",""
35909577,200031,35909577,"Hepatitis B","Condition","MedDRA","PT","C",10019731,"1970-01-01","2099-12-31",""
35205254,4108245,35205254,"Acute left ventricular failure","Condition","MedDRA","PT","C",10063081,"1970-01-01","2099-12-31",""
35808812,4316201,35808812,"Application site necrosis","Condition","MedDRA","PT","C",10003048,"1970-01-01","2099-12-31",""
36919125,435140,36919125,"Alcoholism","Condition","MedDRA","PT","C",10001639,"1970-01-01","2099-12-31",""
35104120,432585,35104120,"Haemorrhagic diathesis","Condition","MedDRA","PT","C",10062713,"1970-01-01","2099-12-31",""
35707897,4243209,35707897,"Cryptosporidiosis infection","Condition","MedDRA","PT","C",10011502,"1970-01-01","2099-12-31",""
35305529,4059379,35305529,"Mitochondrial myopathy","Condition","MedDRA","PT","C",10027710,"1970-01-01","2099-12-31",""
35607293,374653,35607293,"Saccadic eye movement","Condition","MedDRA","PT","C",10053694,"1970-01-01","2099-12-31",""
35406390,30284,35406390,"Motion sickness","Condition","MedDRA","PT","C",10027990,"1970-01-01","2099-12-31",""
35708649,192735,35708649,"Malignant ascites","Condition","MedDRA","PT","C",10025538,"1970-01-01","2099-12-31",""
36718209,4043390,36718209,"Meige's syndrome","Condition","MedDRA","PT","C",10027138,"1970-01-01","2099-12-31",""
35205387,318772,35205387,"Pericardial disease","Condition","MedDRA","PT","C",10061338,"1970-01-01","2099-12-31",""
36416539,435372,36416539,"Underweight","Condition","MedDRA","PT","C",10048828,"1970-01-01","2099-12-31",""
36109992,377802,36109992,"Post polio syndrome","Condition","MedDRA","PT","C",10036239,"1970-01-01","2099-12-31",""
36718142,381549,36718142,"Migraine with aura","Condition","MedDRA","PT","C",10027607,"1970-01-01","2099-12-31",""
37119650,4213599,37119650,"Painful erection","Condition","MedDRA","PT","C",10056303,"1970-01-01","2099-12-31",""
35506476,4029581,35506476,"Adrenal mass","Condition","MedDRA","PT","C",10053235,"1970-01-01","2099-12-31",""
36110504,444078,36110504,"Cervicitis","Condition","MedDRA","PT","C",10008323,"1970-01-01","2099-12-31",""
37320150,4148920,37320150,"Neurodermatitis","Condition","MedDRA","PT","C",10029263,"1970-01-01","2099-12-31",""
36110525,4239651,36110525,"Tubo-ovarian abscess","Condition","MedDRA","PT","C",10054824,"1970-01-01","2099-12-31",""
35205175,4097848,35205175,"Coronary ostial stenosis","Condition","MedDRA","PT","C",10011105,"1970-01-01","2099-12-31",""
35104849,4225434,35104849,"Acute febrile neutrophilic dermatosis","Condition","MedDRA","PT","C",10000748,"1970-01-01","2099-12-31",""
35707641,132344,35707641,"Periodontal disease","Condition","MedDRA","PT","C",10034536,"1970-01-01","2099-12-31",""
35708091,4283223,35708091,"Proctitis ulcerative","Condition","MedDRA","PT","C",10036783,"1970-01-01","2099-12-31",""
36009816,4285717,36009816,"Lupus nephritis","Condition","MedDRA","PT","C",10025140,"1970-01-01","2099-12-31",""
36718167,435088,36718167,"Senile dementia","Condition","MedDRA","PT","C",10039966,"1970-01-01","2099-12-31",""
37420550,439405,37420550,"Walking disability","Observation","MedDRA","PT","C",10053204,"1970-01-01","2099-12-31",""
36211499,432976,36211499,"Anaesthetic complication","Condition","MedDRA","PT","C",10060938,"1970-01-01","2099-12-31",""
35305703,133303,35305703,"Congenital oral malformation","Condition","MedDRA","PT","C",10061070,"1970-01-01","2099-12-31",""
36311994,4194619,36311994,"Pulse abnormal","Measurement","MedDRA","PT","C",10037466,"1970-01-01","2099-12-31",""
37119707,4117775,37119707,"Endometrial atrophy","Condition","MedDRA","PT","C",10051909,"1970-01-01","2099-12-31",""
36516815,79903,36516815,"Joint effusion","Condition","MedDRA","PT","C",10023215,"1970-01-01","2099-12-31",""
36416548,78308,36416548,"Osteolysis","Condition","MedDRA","PT","C",10031248,"1970-01-01","2099-12-31",""
37119562,4129499,37119562,"Ovarian mass","Condition","MedDRA","PT","C",10058823,"1970-01-01","2099-12-31",""
35104715,432739,35104715,"Red blood cell abnormality","Condition","MedDRA","PT","C",10061548,"1970-01-01","2099-12-31",""
37119516,4148457,37119516,"Uterine cervical squamous metaplasia","Condition","MedDRA","PT","C",10062663,"1970-01-01","2099-12-31",""
35607410,4334245,35607410,"Retinal artery occlusion","Condition","MedDRA","PT","C",10038827,"1970-01-01","2099-12-31",""
36110619,4228164,36110619,"Chest wall abscess","Condition","MedDRA","PT","C",10051568,"1970-01-01","2099-12-31",""
37119698,195599,37119698,"Vaginal prolapse","Condition","MedDRA","PT","C",10046940,"1970-01-01","2099-12-31",""
35104390,321526,35104390,"Leukaemia monocytic","Condition","MedDRA","PT","C",10024305,"1970-01-01","2099-12-31",""
36718243,444419,36718243,"Quadriparesis","Condition","MedDRA","PT","C",10049680,"1970-01-01","2099-12-31",""
36110986,437222,36110986,"Respiratory syncytial virus infection","Condition","MedDRA","PT","C",10061603,"1970-01-01","2099-12-31",""
36110726,4142194,36110726,"Renal abscess","Condition","MedDRA","PT","C",10038351,"1970-01-01","2099-12-31",""
36110689,257012,36110689,"Chronic sinusitis","Condition","MedDRA","PT","C",10009137,"1970-01-01","2099-12-31",""
35406308,378161,35406308,"Ear disorder","Condition","MedDRA","PT","C",10014004,"1970-01-01","2099-12-31",""
35707958,193133,35707958,"Gastrointestinal candidiasis","Condition","MedDRA","PT","C",10017938,"1970-01-01","2099-12-31",""
42889655,4218389,42889655,"Post-traumatic neck syndrome","Condition","MedDRA","PT","C",10071366,"2012-09-27","2099-12-31",""
36718226,4104357,36718226,"Spasmodic dysphonia","Condition","MedDRA","PT","C",10067672,"1970-01-01","2099-12-31",""
35708509,4178962,35708509,"Tongue neoplasm malignant stage unspecified","Condition","MedDRA","PT","C",10043966,"1970-01-01","2099-12-31",""
36211117,4134171,36211117,"Dislocation of vertebra","Condition","MedDRA","PT","C",10013183,"1970-01-01","2099-12-31",""
36516796,4083770,36516796,"Facet joint syndrome","Condition","MedDRA","PT","C",10054813,"1970-01-01","2099-12-31",""
36516948,133569,36516948,"Fasciitis","Condition","MedDRA","PT","C",10016228,"1970-01-01","2099-12-31",""
37219902,4306573,37219902,"Brain hypoxia","Condition","MedDRA","PT","C",10006127,"1970-01-01","2099-12-31",""
36718346,4308866,36718346,"Agitated depression","Condition","MedDRA","PT","C",10001496,"1970-01-01","2099-12-31",""
36110698,440751,36110698,"Peritonsillar abscess","Condition","MedDRA","PT","C",10034686,"1970-01-01","2099-12-31",""
36818677,192972,36818677,"Delayed delivery","Condition","MedDRA","PT","C",10012186,"1970-01-01","2099-12-31",""
36211087,4233079,36211087,"Joint hyperextension","Condition","MedDRA","PT","C",10062310,"1970-01-01","2099-12-31",""
35607242,4160345,35607242,"Ocular neoplasm","Condition","MedDRA","PT","C",10052448,"1970-01-01","2099-12-31",""
37320153,137053,37320153,"Seborrhoeic dermatitis","Condition","MedDRA","PT","C",10039793,"1970-01-01","2099-12-31",""
36211357,4152297,36211357,"Genital injury","Condition","MedDRA","PT","C",10063630,"1970-01-01","2099-12-31",""
35506485,4130675,35506485,"Adrenal neoplasm","Condition","MedDRA","PT","C",10061588,"1970-01-01","2099-12-31",""
35707530,4199144,35707530,"Subdiaphragmatic abscess","Condition","MedDRA","PT","C",10056349,"1970-01-01","2099-12-31",""
36110467,133002,36110467,"Osteomyelitis acute","Condition","MedDRA","PT","C",10031253,"1970-01-01","2099-12-31",""
35104283,4024671,35104283,"Paroxysmal nocturnal haemoglobinuria","Condition","MedDRA","PT","C",10034042,"1970-01-01","2099-12-31",""
36919161,441828,36919161,"Schizophrenia, disorganised type","Condition","MedDRA","PT","C",10039638,"1970-01-01","2099-12-31",""
36818821,441919,36818821,"Twin pregnancy","Condition","MedDRA","PT","C",10045188,"1970-01-01","2099-12-31",""
36211688,433659,36211688,"Postoperative wound complication","Condition","MedDRA","PT","C",10061468,"1970-01-01","2099-12-31",""
36918961,437244,36918961,"Depersonalisation","Condition","MedDRA","PT","C",10012357,"1970-01-01","2099-12-31",""
37420424,4069297,37420424,"Divorced","Observation","MedDRA","PT","C",10013571,"1970-01-01","2099-12-31",""
36818772,441646,36818772,"Umbilical cord around neck","Condition","MedDRA","PT","C",10045447,"1970-01-01","2099-12-31",""
37119539,4294276,37119539,"Atrophic vulvovaginitis","Condition","MedDRA","PT","C",10003693,"1970-01-01","2099-12-31",""
37119518,441077,37119518,"Uterine cervix stenosis","Condition","MedDRA","PT","C",10067732,"1970-01-01","2099-12-31",""
36718194,4143471,36718194,"Akinesia","Condition","MedDRA","PT","C",10001541,"1970-01-01","2099-12-31",""
35607270,439148,35607270,"Extraocular muscle disorder","Condition","MedDRA","PT","C",10053635,"1970-01-01","2099-12-31",""
35708206,4301596,35708206,"Regurgitation","Condition","MedDRA","PT","C",10067171,"1970-01-01","2099-12-31",""
37219961,4248728,37219961,"Snoring","Condition","MedDRA","PT","C",10041235,"1970-01-01","2099-12-31",""
36919227,441545,36919227,"Somatisation disorder","Condition","MedDRA","PT","C",10041318,"1970-01-01","2099-12-31",""
36718251,4278082,36718251,"Supranuclear palsy","Condition","MedDRA","PT","C",10048327,"1970-01-01","2099-12-31",""
35708742,4154170,35708742,"Tongue injury","Condition","MedDRA","PT","C",10059924,"1970-01-01","2099-12-31",""
35204929,314099,35204929,"Bradycardia foetal","Condition","MedDRA","PT","C",10006094,"1970-01-01","2099-12-31",""
36718027,4142739,36718027,"Thalamic infarction","Condition","MedDRA","PT","C",10064961,"1970-01-01","2099-12-31",""
35708758,4243934,35708758,"Tongue paralysis","Condition","MedDRA","PT","C",10043972,"1970-01-01","2099-12-31",""
37119498,4156021,37119498,"Nipple swelling","Condition","MedDRA","PT","C",10058680,"1970-01-01","2099-12-31",""
35306151,4220238,35306151,"Congenital cystic kidney disease","Condition","MedDRA","PT","C",10010428,"1970-01-01","2099-12-31",""
35306197,4194856,35306197,"Congenital genital malformation male","Condition","MedDRA","PT","C",10059492,"1970-01-01","2099-12-31",""
35305999,440508,35305999,"Congenital musculoskeletal anomaly","Condition","MedDRA","PT","C",10062344,"1970-01-01","2099-12-31",""
35305937,134741,35305937,"Limb malformation","Condition","MedDRA","PT","C",10024500,"1970-01-01","2099-12-31",""
35305952,4162283,35305952,"Syndactyly","Condition","MedDRA","PT","C",10042778,"1970-01-01","2099-12-31",""
35104822,4305666,35104822,"Allergic granulomatous angiitis","Condition","MedDRA","PT","C",10048594,"1970-01-01","2099-12-31",""
35707878,198075,35707878,"Anogenital warts","Condition","MedDRA","PT","C",10059313,"1970-01-01","2099-12-31",""
36516822,77639,36516822,"Cervicobrachial syndrome","Condition","MedDRA","PT","C",10008334,"1970-01-01","2099-12-31",""
36516830,4223530,36516830,"Spondylitis","Condition","MedDRA","PT","C",10061371,"1970-01-01","2099-12-31",""
36617941,444209,36617941,"Neoplasm skin","Condition","MedDRA","PT","C",10029098,"1970-01-01","2099-12-31",""
36316370,4055583,36316370,"Blood magnesium abnormal","Condition","MedDRA","PT","C",10005652,"1970-01-01","2099-12-31",""
36009786,4198855,36009786,"Urticaria chronic","Condition","MedDRA","PT","C",10052568,"1970-01-01","2099-12-31",""
36312016,4305655,36312016,"Aortic bruit","Observation","MedDRA","PT","C",10051832,"1970-01-01","2099-12-31",""
35708136,192438,35708136,"Abdominal mass","Condition","MedDRA","PT","C",10000077,"1970-01-01","2099-12-31",""
36110966,134569,36110966,"Erythema infectiosum","Condition","MedDRA","PT","C",10015214,"1970-01-01","2099-12-31",""
36211145,261058,36211145,"Pneumonitis chemical","Condition","MedDRA","PT","C",10035745,"1970-01-01","2099-12-31",""
36313019,440846,36313019,"Coagulation test abnormal","Condition","MedDRA","PT","C",10063557,"1970-01-01","2099-12-31",""
37119680,4276801,37119680,"Testicular disorder","Condition","MedDRA","PT","C",10043306,"1970-01-01","2099-12-31",""
35104790,4220074,35104790,"Splenic abscess","Condition","MedDRA","PT","C",10041643,"1970-01-01","2099-12-31",""
35104796,4044745,35104796,"Splenic infarction","Condition","MedDRA","PT","C",10041648,"1970-01-01","2099-12-31",""
35707981,4345697,35707981,"Tuberculosis gastrointestinal","Condition","MedDRA","PT","C",10061390,"1970-01-01","2099-12-31",""
35104178,4101602,35104178,"Henoch-Schonlein purpura","Condition","MedDRA","PT","C",10019617,"1970-01-01","2099-12-31",""
35104403,4187356,35104403,"Refractory cytopenia with multilineage dysplasia","Condition","MedDRA","PT","C",10067959,"1970-01-01","2099-12-31",""
35708103,195301,35708103,"Gastric dilatation","Condition","MedDRA","PT","C",10017779,"1970-01-01","2099-12-31",""
35708219,434085,35708219,"Duodenal obstruction","Condition","MedDRA","PT","C",10013830,"1970-01-01","2099-12-31",""
35809135,4264520,35809135,"Hypohidrosis","Condition","MedDRA","PT","C",10021013,"1970-01-01","2099-12-31",""
35606948,432910,35606948,"Lacrimal disorder","Condition","MedDRA","PT","C",10061525,"1970-01-01","2099-12-31",""
35606970,373785,35606970,"Lens disorder","Condition","MedDRA","PT","C",10061219,"1970-01-01","2099-12-31",""
35707909,4347426,35707909,"Gastroenteritis adenovirus","Condition","MedDRA","PT","C",10017889,"1970-01-01","2099-12-31",""
36110652,133327,36110652,"Viraemia","Condition","MedDRA","PT","C",10058874,"1970-01-01","2099-12-31",""
36313152,4013525,36313152,"Red blood cell sedimentation rate decreased","Condition","MedDRA","PT","C",10049188,"1970-01-01","2099-12-31",""
35506654,4254542,35506654,"Hypopituitarism","Condition","MedDRA","PT","C",10021067,"1970-01-01","2099-12-31",""
35708618,4280659,35708618,"Mouth injury","Condition","MedDRA","PT","C",10049294,"1970-01-01","2099-12-31",""
37119655,201909,37119655,"Infertility female","Condition","MedDRA","PT","C",10021928,"1970-01-01","2099-12-31",""
36918925,440382,36918925,"Learning disorder","Condition","MedDRA","PT","C",10061265,"1970-01-01","2099-12-31",""
37219884,4232485,37219884,"Pulmonary veno-occlusive disease","Condition","MedDRA","PT","C",10037458,"1970-01-01","2099-12-31",""
36110506,4302765,36110506,"Endometritis","Condition","MedDRA","PT","C",10014791,"1970-01-01","2099-12-31",""
36211340,382034,36211340,"Sciatic nerve injury","Condition","MedDRA","PT","C",10039670,"1970-01-01","2099-12-31",""
37219830,4025168,37219830,"Idiopathic pulmonary fibrosis","Condition","MedDRA","PT","C",10021240,"1970-01-01","2099-12-31",""
36617234,72266,36617234,"Metastases to pleura","Condition","MedDRA","PT","C",10027463,"1970-01-01","2099-12-31",""
36416560,437828,36416560,"Calcium metabolism disorder","Condition","MedDRA","PT","C",10006974,"1970-01-01","2099-12-31",""
