"standard_concept_id","concept_id","concept_name","domain_id","vocabulary_id","concept_class_id","standard_concept","concept_code","valid_start_date","valid_end_date","invalid_reason"
1353011,1353011,"Dexrazoxane","Drug","RxNorm","Ingredient","S",42736,"1970-01-01","2099-12-31",""
1353048,1353048,"Licorice","Drug","RxNorm","Ingredient","S",42769,"1970-01-01","2099-12-31",""
1353228,1353228,"Vitamin B6","Drug","RxNorm","Ingredient","S",42954,"1970-01-01","2099-12-31",""
1353256,1353256,"Propafenone","Drug","RxNorm","Ingredient","S",8754,"1970-01-01","2099-12-31",""
1353766,1353766,"Propranolol","Drug","RxNorm","Ingredient","S",8787,"1970-01-01","2099-12-31",""
1353776,1353776,"Felodipine","Drug","RxNorm","Ingredient","S",4316,"1970-01-01","2099-12-31",""
1354118,1354118,"Epoprostenol","Drug","RxNorm","Ingredient","S",8814,"1970-01-01","2099-12-31",""
1354698,1354698,"Mesna","Drug","RxNorm","Ingredient","S",44,"1970-01-01","2099-12-31",""
1354860,1354860,"Flecainide","Drug","RxNorm","Ingredient","S",4441,"1970-01-01","2099-12-31",""
1355509,1355509,"Floxuridine","Drug","RxNorm","Ingredient","S",4488,"1970-01-01","2099-12-31",""
1356461,1356461,"Flutamide","Drug","RxNorm","Ingredient","S",4508,"1970-01-01","2099-12-31",""
1358436,1358436,"dasatinib","Drug","RxNorm","Ingredient","S",475342,"2006-08-27","2099-12-31",""
1359143,1359143,"Cinnamon Bark","Drug","RxNorm","Ingredient","S",477053,"1970-01-01","2099-12-31",""
1359516,1359516,"Astragalus Root Extract","Drug","RxNorm","Ingredient","S",479542,"1970-01-01","2099-12-31",""
1359548,1359548,"lapatinib","Drug","RxNorm","Ingredient","S",480167,"2007-01-14","2099-12-31",""
1360067,1360067,"Iron","Drug","RxNorm","Ingredient","S",90176,"1970-01-01","2099-12-31",""
1360332,1360332,"Glucosamine","Drug","RxNorm","Ingredient","S",4845,"1970-01-01","2099-12-31",""
1360421,1360421,"Quinidine","Drug","RxNorm","Ingredient","S",9068,"1970-01-01","2099-12-31",""
1360890,1360890,"Spirulina","Drug","RxNorm","Ingredient","S",487252,"1970-01-01","2099-12-31",""
1361711,1361711,"Nitroglycerin","Drug","RxNorm","Ingredient","S",4917,"1970-01-01","2099-12-31",""
1362225,1362225,"Reserpine","Drug","RxNorm","Ingredient","S",9260,"1970-01-01","2099-12-31",""
1362979,1362979,"dofetilide","Drug","RxNorm","Ingredient","S",49247,"1970-01-01","2099-12-31",""
1363053,1363053,"Doxazosin","Drug","RxNorm","Ingredient","S",49276,"1970-01-01","2099-12-31",""
1363387,1363387,"sorafenib","Drug","RxNorm","Ingredient","S",495881,"2006-01-15","2099-12-31",""
1363516,1363516,"5-Hydroxytryptophan","Drug","RxNorm","Ingredient","S",94,"1970-01-01","2099-12-31",""
1363749,1363749,"Fosinopril","Drug","RxNorm","Ingredient","S",50166,"1970-01-01","2099-12-31",""
1363981,1363981,"S-Adenosylmethionine","Drug","RxNorm","Ingredient","S",9504,"1970-01-01","2099-12-31",""
1365720,1365720,"Samarium","Drug","RxNorm","Ingredient","S",9549,"2008-06-29","2099-12-31",""
1366237,1366237,"Guanabenz","Drug","RxNorm","Ingredient","S",5033,"1970-01-01","2099-12-31",""
1366279,1366279,"Guanethidine","Drug","RxNorm","Ingredient","S",5036,"1970-01-01","2099-12-31",""
1366310,1366310,"Goserelin","Drug","RxNorm","Ingredient","S",50610,"1970-01-01","2099-12-31",""
1366773,1366773,"histrelin","Drug","RxNorm","Ingredient","S",50975,"1970-01-01","2099-12-31",""
1367268,1367268,"irinotecan","Drug","RxNorm","Ingredient","S",51499,"1970-01-01","2099-12-31",""
1367500,1367500,"Losartan","Drug","RxNorm","Ingredient","S",52175,"1970-01-01","2099-12-31",""
1367571,1367571,"Heparin","Drug","RxNorm","Ingredient","S",5224,"1970-01-01","2099-12-31",""
1368671,1368671,"Milrinone","Drug","RxNorm","Ingredient","S",52769,"1970-01-01","2099-12-31",""
1368823,1368823,"Altretamine","Drug","RxNorm","Ingredient","S",5296,"1970-01-01","2099-12-31",""
1369939,1369939,"6-Aminocaproic Acid","Drug","RxNorm","Ingredient","S",99,"1970-01-01","2099-12-31",""
1370109,1370109,"Sotalol","Drug","RxNorm","Ingredient","S",9947,"1970-01-01","2099-12-31",""
1373225,1373225,"Perindopril","Drug","RxNorm","Ingredient","S",54552,"1970-01-01","2099-12-31",""
1373928,1373928,"Hydralazine","Drug","RxNorm","Ingredient","S",5470,"1970-01-01","2099-12-31",""
1376289,1376289,"Hydroflumethiazide","Drug","RxNorm","Ingredient","S",5495,"1970-01-01","2099-12-31",""
1377023,1377023,"Hydroxocobalamin","Drug","RxNorm","Ingredient","S",5514,"1970-01-01","2099-12-31",""
1377141,1377141,"hydroxyurea","Drug","RxNorm","Ingredient","S",5552,"1970-01-01","2099-12-31",""
1377898,1377898,"Iron polysaccharide","Drug","RxNorm","Ingredient","S",219315,"1970-01-01","2099-12-31",""
1378382,1378382,"Paclitaxel","Drug","RxNorm","Ingredient","S",56946,"1970-01-01","2099-12-31",""
1378509,1378509,"Topotecan","Drug","RxNorm","Ingredient","S",57308,"1970-01-01","2099-12-31",""
1378790,1378790,"HOODIA GORDONII EXTRACT","Drug","RxNorm","Ingredient","S",578315,"2006-04-02","2099-12-31",""
1379525,1379525,"Inositol","Drug","RxNorm","Ingredient","S",5833,"1970-01-01","2099-12-31",""
1379969,1379969,"Interferon Alfa-2a","Drug","RxNorm","Ingredient","S",5879,"1970-01-01","2099-12-31",""
1380068,1380068,"Interferon Alfa-2b","Drug","RxNorm","Ingredient","S",5880,"1970-01-01","2099-12-31",""
1380191,1380191,"Interferon gamma-1b","Drug","RxNorm","Ingredient","S",5882,"1970-01-01","2099-12-31",""
1380341,1380341,"Chitosan","Drug","RxNorm","Ingredient","S",59038,"1970-01-01","2099-12-31",""
1380472,1380472,"Intrinsic factor","Drug","RxNorm","Ingredient","S",5920,"1970-01-01","2099-12-31",""
1381253,1381253,"anagrelide","Drug","RxNorm","Ingredient","S",596724,"2006-01-15","2099-12-31",""
1381504,1381504,"Alprostadil","Drug","RxNorm","Ingredient","S",598,"1970-01-01","2099-12-31",""
1381661,1381661,"Iron-Dextran Complex","Drug","RxNorm","Ingredient","S",5992,"1970-01-01","2099-12-31",""
1383815,1383815,"Isosorbide","Drug","RxNorm","Ingredient","S",6057,"1970-01-01","2099-12-31",""
1383925,1383925,"Isosorbide Dinitrate","Drug","RxNorm","Ingredient","S",6058,"1970-01-01","2099-12-31",""
1384360,1384360,"Isoxsuprine","Drug","RxNorm","Ingredient","S",6066,"1970-01-01","2099-12-31",""
1385645,1385645,"Interferon Alfa-n3","Drug","RxNorm","Ingredient","S",612937,"2006-04-02","2099-12-31",""
1385800,1385800,"yohimbine","Drug","RxNorm","Ingredient","S",220982,"1970-01-01","2099-12-31",""
1386670,1386670,"Thioctate","Drug","RxNorm","Ingredient","S",618060,"2006-05-14","2099-12-31",""
1386957,1386957,"Labetalol","Drug","RxNorm","Ingredient","S",6185,"1970-01-01","2099-12-31",""
1387104,1387104,"trastuzumab","Drug","RxNorm","Ingredient","S",224905,"1970-01-01","2099-12-31",""
1387219,1387219,"deserpidine","Drug","RxNorm","Ingredient","S",62174,"1970-01-01","2099-12-31",""
1387426,1387426,"Folate","Drug","RxNorm","Ingredient","S",62356,"2005-11-13","2099-12-31",""
1388796,1388796,"Leucovorin","Drug","RxNorm","Ingredient","S",6313,"1970-01-01","2099-12-31",""
1389036,1389036,"Mitomycin","Drug","RxNorm","Ingredient","S",632,"1970-01-01","2099-12-31",""
1389112,1389112,"Echinacea Preparation","Drug","RxNorm","Ingredient","S",228041,"1970-01-01","2099-12-31",""
1389464,1389464,"Levamisole","Drug","RxNorm","Ingredient","S",6371,"1970-01-01","2099-12-31",""
1389780,1389780,"methylsulfonylmethane","Drug","RxNorm","Ingredient","S",23247,"1970-01-01","2099-12-31",""
1389885,1389885,"red yeast rice","Drug","RxNorm","Ingredient","S",232540,"1970-01-01","2099-12-31",""
1389888,1389888,"bexarotene","Drug","RxNorm","Ingredient","S",233272,"1970-01-01","2099-12-31",""
1390051,1390051,"Chlorambucil","Drug","RxNorm","Ingredient","S",2346,"1970-01-01","2099-12-31",""
1391307,1391307,"Saw palmetto extract","Drug","RxNorm","Ingredient","S",236344,"1970-01-01","2099-12-31",""
1391470,1391470,"Ferrous Asparto Glycinate","Drug","RxNorm","Ingredient","S",644718,"2008-08-31","2099-12-31",""
1391575,1391575,"FERROUS ASPARTATE","Drug","RxNorm","Ingredient","S",236617,"1970-01-01","2099-12-31",""
1391648,1391648,"Black Cohosh Extract","Drug","RxNorm","Ingredient","S",236665,"1970-01-01","2099-12-31",""
1391846,1391846,"Lomustine","Drug","RxNorm","Ingredient","S",6466,"1970-01-01","2099-12-31",""
1391889,1391889,"Ginkgo biloba extract","Drug","RxNorm","Ingredient","S",236809,"1970-01-01","2099-12-31",""
1392182,1392182,"Grape Seed Extract","Drug","RxNorm","Ingredient","S",237116,"1970-01-01","2099-12-31",""
1394023,1394023,"nilotinib","Drug","RxNorm","Ingredient","S",662281,"2007-12-30","2099-12-31",""
1394027,1394027,"Manganese","Drug","RxNorm","Ingredient","S",6623,"1970-01-01","2099-12-31",""
1394333,1394333,"Mecamylamine","Drug","RxNorm","Ingredient","S",6673,"1970-01-01","2099-12-31",""
1394337,1394337,"Mechlorethamine","Drug","RxNorm","Ingredient","S",6674,"1970-01-01","2099-12-31",""
1395058,1395058,"Chlorthalidone","Drug","RxNorm","Ingredient","S",2409,"1970-01-01","2099-12-31",""
1395557,1395557,"fludarabine","Drug","RxNorm","Ingredient","S",24698,"1970-01-01","2099-12-31",""
1395573,1395573,"Chondroitin Sulfates","Drug","RxNorm","Ingredient","S",2473,"1970-01-01","2099-12-31",""
1395773,1395773,"ferric oxide, saccharated","Drug","RxNorm","Ingredient","S",24909,"1970-01-01","2099-12-31",""
1396012,1396012,"ferrous gluconate","Drug","RxNorm","Ingredient","S",24942,"1970-01-01","2099-12-31",""
1396131,1396131,"ferrous sulfate","Drug","RxNorm","Ingredient","S",24947,"1970-01-01","2099-12-31",""
1397059,1397059,"valerian root extract","Drug","RxNorm","Ingredient","S",253206,"1970-01-01","2099-12-31",""
1397141,1397141,"bevacizumab","Drug","RxNorm","Ingredient","S",253337,"1970-01-01","2099-12-31",""
1397599,1397599,"Cisplatin","Drug","RxNorm","Ingredient","S",2555,"1970-01-01","2099-12-31",""
1398039,1398039,"ST. JOHN'S WORT EXTRACT","Drug","RxNorm","Ingredient","S",258326,"1970-01-01","2099-12-31",""
1398399,1398399,"exemestane","Drug","RxNorm","Ingredient","S",258494,"1970-01-01","2099-12-31",""
1398516,1398516,"pine bark extract","Drug","RxNorm","Ingredient","S",259276,"1970-01-01","2099-12-31",""
1398573,1398573,"plant stanol ester","Drug","RxNorm","Ingredient","S",259320,"1970-01-01","2099-12-31",""
1398579,1398579,"cayenne extract","Drug","RxNorm","Ingredient","S",259342,"1970-01-01","2099-12-31",""
1398693,1398693,"KAVA ROOT","Drug","RxNorm","Ingredient","S",259421,"1970-01-01","2099-12-31",""
1398719,1398719,"ASTRAGALUS ROOT","Drug","RxNorm","Ingredient","S",259441,"1970-01-01","2099-12-31",""
1398937,1398937,"Clonidine","Drug","RxNorm","Ingredient","S",2599,"1970-01-01","2099-12-31",""
1399063,1399063,"Echinacea purpurea extract","Drug","RxNorm","Ingredient","S",260025,"1970-01-01","2099-12-31",""
1399177,1399177,"Sodium ferric gluconate complex","Drug","RxNorm","Ingredient","S",261435,"1970-01-01","2099-12-31",""
1400498,1400498,"Iron Carbonyl","Drug","RxNorm","Ingredient","S",262150,"1970-01-01","2099-12-31",""
1400959,1400959,"guanadrel","Drug","RxNorm","Ingredient","S",26296,"1970-01-01","2099-12-31",""
1401437,1401437,"Garlic preparation","Drug","RxNorm","Ingredient","S",265647,"1970-01-01","2099-12-31",""
1401581,1401581,"Metyrosine","Drug","RxNorm","Ingredient","S",266604,"1970-01-01","2099-12-31",""
1436169,1436169,"Antithrombin III","Drug","RxNorm","Ingredient","S",1009,"1970-01-01","2099-12-31",""
1436650,1436650,"mercaptopurine","Drug","RxNorm","Ingredient","S",103,"1970-01-01","2099-12-31",""
1436678,1436678,"Tamoxifen","Drug","RxNorm","Ingredient","S",10324,"1970-01-01","2099-12-31",""
1436776,1436776,"Testolactone","Drug","RxNorm","Ingredient","S",10378,"1970-01-01","2099-12-31",""
1437379,1437379,"Thioguanine","Drug","RxNorm","Ingredient","S",10485,"1970-01-01","2099-12-31",""
1500211,1500211,"Medroxyprogesterone","Drug","RxNorm","Ingredient","S",6691,"1970-01-01","2099-12-31",""
1501309,1501309,"thyroid (USP)","Drug","RxNorm","Ingredient","S",10572,"1970-01-01","2099-12-31",""
1501617,1501617,"Colestipol","Drug","RxNorm","Ingredient","S",2685,"1970-01-01","2099-12-31",""
1501700,1501700,"levothyroxine","Drug","RxNorm","Ingredient","S",10582,"1970-01-01","2099-12-31",""
1502809,1502809,"Tolazamide","Drug","RxNorm","Ingredient","S",10633,"1970-01-01","2099-12-31",""
1502826,1502826,"nateglinide","Drug","RxNorm","Ingredient","S",274332,"1970-01-01","2099-12-31",""
1502855,1502855,"Tolbutamide","Drug","RxNorm","Ingredient","S",10635,"1970-01-01","2099-12-31",""
1502877,1502877,"mecasermin","Drug","RxNorm","Ingredient","S",274403,"2006-02-26","2099-12-31",""
1502905,1502905,"Insulin Glargine","Drug","RxNorm","Ingredient","S",274783,"1970-01-01","2099-12-31",""
1503057,1503057,"Aminoglutethimide","Drug","RxNorm","Ingredient","S",677,"1970-01-01","2099-12-31",""
1503184,1503184,"Mestranol","Drug","RxNorm","Ingredient","S",6782,"1970-01-01","2099-12-31",""
1503297,1503297,"Metformin","Drug","RxNorm","Ingredient","S",6809,"1970-01-01","2099-12-31",""
1503432,1503432,"pegvisomant","Drug","RxNorm","Ingredient","S",278739,"1970-01-01","2099-12-31",""
1503501,1503501,"lanreotide","Drug","RxNorm","Ingredient","S",68092,"1970-01-01","2099-12-31",""
1503983,1503983,"cetrorelix","Drug","RxNorm","Ingredient","S",68147,"1970-01-01","2099-12-31",""
1504620,1504620,"Methimazole","Drug","RxNorm","Ingredient","S",6835,"1970-01-01","2099-12-31",""
1505346,1505346,"Triiodothyronine","Drug","RxNorm","Ingredient","S",10814,"1970-01-01","2099-12-31",""
1506270,1506270,"Methylprednisolone","Drug","RxNorm","Ingredient","S",6902,"1970-01-01","2099-12-31",""
1506602,1506602,"Methyltestosterone","Drug","RxNorm","Ingredient","S",6904,"1970-01-01","2099-12-31",""
1507558,1507558,"Nafarelin","Drug","RxNorm","Ingredient","S",28656,"1970-01-01","2099-12-31",""
1507705,1507705,"Cortisone","Drug","RxNorm","Ingredient","S",2878,"1970-01-01","2099-12-31",""
1507835,1507835,"Vasopressin (USP)","Drug","RxNorm","Ingredient","S",11149,"1970-01-01","2099-12-31",""
1508241,1508241,"policosanol","Drug","RxNorm","Ingredient","S",69440,"1970-01-01","2099-12-31",""
1508439,1508439,"Mifepristone","Drug","RxNorm","Ingredient","S",6964,"1970-01-01","2099-12-31",""
1510202,1510202,"miglitol","Drug","RxNorm","Ingredient","S",30009,"1970-01-01","2099-12-31",""
1510813,1510813,"rosuvastatin","Drug","RxNorm","Ingredient","S",301542,"1970-01-01","2099-12-31",""
1511449,1511449,"Danazol","Drug","RxNorm","Ingredient","S",3102,"1970-01-01","2099-12-31",""
1511646,1511646,"pamidronate","Drug","RxNorm","Ingredient","S",11473,"1970-01-01","2099-12-31",""
1511856,1511856,"phenylacetate","Drug","RxNorm","Ingredient","S",70619,"2006-05-14","2099-12-31",""
1512446,1512446,"Doxercalciferol","Drug","RxNorm","Ingredient","S",11516,"1970-01-01","2099-12-31",""
1512480,1512480,"Ibandronate","Drug","RxNorm","Ingredient","S",115264,"1970-01-01","2099-12-31",""
1512674,1512674,"drospirenone","Drug","RxNorm","Ingredient","S",11636,"1970-01-01","2099-12-31",""
1513103,1513103,"Raloxifene","Drug","RxNorm","Ingredient","S",72143,"1970-01-01","2099-12-31",""
1513849,1513849,"Insulin, Zinc, Human","Drug","RxNorm","Ingredient","S",314683,"1970-01-01","2099-12-31",""
1514412,1514412,"Nandrolone","Drug","RxNorm","Ingredient","S",7244,"1970-01-01","2099-12-31",""
1515249,1515249,"troglitazone","Drug","RxNorm","Ingredient","S",72610,"1970-01-01","2099-12-31",""
1515417,1515417,"Urofollitropin","Drug","RxNorm","Ingredient","S",134404,"1970-01-01","2099-12-31",""
1515774,1515774,"norgestimate","Drug","RxNorm","Ingredient","S",31994,"1970-01-01","2099-12-31",""
1516766,1516766,"repaglinide","Drug","RxNorm","Ingredient","S",73044,"1970-01-01","2099-12-31",""
1516800,1516800,"Risedronate","Drug","RxNorm","Ingredient","S",73056,"2006-02-26","2099-12-31",""
1516976,1516976,"insulin detemir","Drug","RxNorm","Ingredient","S",139825,"2005-07-24","2099-12-31",""
1517070,1517070,"desmopressin","Drug","RxNorm","Ingredient","S",3251,"1970-01-01","2099-12-31",""
1517740,1517740,"paricalcitol","Drug","RxNorm","Ingredient","S",73710,"1970-01-01","2099-12-31",""
1517824,1517824,"Niacin","Drug","RxNorm","Ingredient","S",7393,"1970-01-01","2099-12-31",""
1517998,1517998,"Pramlintide","Drug","RxNorm","Ingredient","S",139953,"2005-07-24","2099-12-31",""
1518148,1518148,"colesevelam","Drug","RxNorm","Ingredient","S",141626,"1970-01-01","2099-12-31",""
1518198,1518198,"norelgestromin","Drug","RxNorm","Ingredient","S",326374,"1970-01-01","2099-12-31",""
1518254,1518254,"Dexamethasone","Drug","RxNorm","Ingredient","S",3264,"1970-01-01","2099-12-31",""
1519936,1519936,"Etonogestrel","Drug","RxNorm","Ingredient","S",14584,"1970-01-01","2099-12-31",""
1520218,1520218,"Betaine","Drug","RxNorm","Ingredient","S",1512,"1970-01-01","2099-12-31",""
1521369,1521369,"Norethindrone","Drug","RxNorm","Ingredient","S",7514,"1970-01-01","2099-12-31",""
1521592,1521592,"Norgestrel","Drug","RxNorm","Ingredient","S",7518,"1970-01-01","2099-12-31",""
1521987,1521987,"Teriparatide","Drug","RxNorm","Ingredient","S",32915,"1970-01-01","2099-12-31",""
1522957,1522957,"Octreotide","Drug","RxNorm","Ingredient","S",7617,"1970-01-01","2099-12-31",""
1523280,1523280,"Diazoxide","Drug","RxNorm","Ingredient","S",3327,"1970-01-01","2099-12-31",""
1524674,1524674,"zoledronic acid","Drug","RxNorm","Ingredient","S",77655,"1970-01-01","2099-12-31",""
1524769,1524769,"Oxandrolone","Drug","RxNorm","Ingredient","S",7779,"1970-01-01","2099-12-31",""
1525215,1525215,"pioglitazone","Drug","RxNorm","Ingredient","S",33738,"1970-01-01","2099-12-31",""
1525278,1525278,"estropipate","Drug","RxNorm","Ingredient","S",33747,"1970-01-01","2099-12-31",""
1525741,1525741,"Oxymetholone","Drug","RxNorm","Ingredient","S",7813,"1970-01-01","2099-12-31",""
1525746,1525746,"agalsidase beta","Drug","RxNorm","Ingredient","S",338817,"1970-01-01","2099-12-31",""
1525866,1525866,"Diethylstilbestrol","Drug","RxNorm","Ingredient","S",3390,"1970-01-01","2099-12-31",""
1526475,1526475,"ezetimibe","Drug","RxNorm","Ingredient","S",341248,"1970-01-01","2099-12-31",""
1529331,1529331,"Acarbose","Drug","RxNorm","Ingredient","S",16681,"1970-01-01","2099-12-31",""
1530014,1530014,"Acetohexamide","Drug","RxNorm","Ingredient","S",173,"1970-01-01","2099-12-31",""
1536743,1536743,"ganirelix","Drug","RxNorm","Ingredient","S",35825,"1970-01-01","2099-12-31",""
1537655,1537655,"salmon calcitonin","Drug","RxNorm","Ingredient","S",36118,"1970-01-01","2099-12-31",""
1539403,1539403,"Simvastatin","Drug","RxNorm","Ingredient","S",36567,"1970-01-01","2099-12-31",""
1539954,1539954,"phenylbutyrate","Drug","RxNorm","Ingredient","S",81647,"1970-01-01","2099-12-31",""
1541079,1541079,"Corticotropin","Drug","RxNorm","Ingredient","S",376,"1970-01-01","2099-12-31",""
1542948,1542948,"Follitropin Alfa","Drug","RxNorm","Ingredient","S",386938,"1970-01-01","2099-12-31",""
1543112,1543112,"Lutropin alfa","Drug","RxNorm","Ingredient","S",388084,"1970-01-01","2099-12-31",""
1543229,1543229,"Laronidase","Drug","RxNorm","Ingredient","S",392509,"1970-01-01","2099-12-31",""
1544838,1544838,"Insulin, Glulisine, Human","Drug","RxNorm","Ingredient","S",400008,"2005-12-04","2099-12-31",""
1545958,1545958,"atorvastatin","Drug","RxNorm","Ingredient","S",83367,"1970-01-01","2099-12-31",""
1547504,1547504,"rosiglitazone","Drug","RxNorm","Ingredient","S",84108,"1970-01-01","2099-12-31",""
1548111,1548111,"cinacalcet","Drug","RxNorm","Ingredient","S",407990,"1970-01-01","2099-12-31",""
1548195,1548195,"Estradiol","Drug","RxNorm","Ingredient","S",4083,"1970-01-01","2099-12-31",""
1549080,1549080,"Estrogens, Conjugated (USP)","Drug","RxNorm","Ingredient","S",4099,"1970-01-01","2099-12-31",""
1549254,1549254,"Estrone","Drug","RxNorm","Ingredient","S",4103,"1970-01-01","2099-12-31",""
1549686,1549686,"fluvastatin","Drug","RxNorm","Ingredient","S",41127,"1970-01-01","2099-12-31",""
1549786,1549786,"Ethinyl Estradiol","Drug","RxNorm","Ingredient","S",4124,"1970-01-01","2099-12-31",""
1550023,1550023,"Insulin Lispro","Drug","RxNorm","Ingredient","S",86009,"1970-01-01","2099-12-31",""
1550557,1550557,"prednisolone","Drug","RxNorm","Ingredient","S",8638,"1970-01-01","2099-12-31",""
1551099,1551099,"Prednisone","Drug","RxNorm","Ingredient","S",8640,"1970-01-01","2099-12-31",""
1551673,1551673,"Estrogens, Esterified (USP)","Drug","RxNorm","Ingredient","S",214549,"1970-01-01","2099-12-31",""
1551803,1551803,"Fenofibrate","Drug","RxNorm","Ingredient","S",8703,"1970-01-01","2099-12-31",""
1551860,1551860,"Pravastatin","Drug","RxNorm","Ingredient","S",42463,"1970-01-01","2099-12-31",""
1552310,1552310,"Progesterone","Drug","RxNorm","Ingredient","S",8727,"1970-01-01","2099-12-31",""
1552929,1552929,"Etidronate","Drug","RxNorm","Ingredient","S",42682,"1970-01-01","2099-12-31",""
1553610,1553610,"Levocarnitine","Drug","RxNorm","Ingredient","S",42955,"1970-01-01","2099-12-31",""
1554072,1554072,"Propylthiouracil","Drug","RxNorm","Ingredient","S",8794,"1970-01-01","2099-12-31",""
1555120,1555120,"Fludrocortisone","Drug","RxNorm","Ingredient","S",4452,"1970-01-01","2099-12-31",""
1555887,1555887,"Fluoxymesterone","Drug","RxNorm","Ingredient","S",4494,"1970-01-01","2099-12-31",""
1557272,1557272,"Alendronate","Drug","RxNorm","Ingredient","S",46041,"1970-01-01","2099-12-31",""
1558242,1558242,"Gemfibrozil","Drug","RxNorm","Ingredient","S",4719,"1970-01-01","2099-12-31",""
1558471,1558471,"cabergoline","Drug","RxNorm","Ingredient","S",47579,"1970-01-01","2099-12-31",""
1559684,1559684,"Glyburide","Drug","RxNorm","Ingredient","S",4815,"1970-01-01","2099-12-31",""
1560171,1560171,"Glipizide","Drug","RxNorm","Ingredient","S",4821,"1970-01-01","2099-12-31",""
1560278,1560278,"Glucagon","Drug","RxNorm","Ingredient","S",4832,"1970-01-01","2099-12-31",""
1560305,1560305,"Omega-3 Acid Ethyl Esters (USP)","Drug","RxNorm","Ingredient","S",484348,"2006-11-19","2099-12-31",""
1560524,1560524,"Glucose","Drug","RxNorm","Ingredient","S",4850,"1970-01-01","2099-12-31",""
1562586,1562586,"Insulin, Zinc, Pork","Drug","RxNorm","Ingredient","S",93108,"1970-01-01","2099-12-31",""
1563413,1563413,"Ritodrine","Drug","RxNorm","Ingredient","S",9392,"1970-01-01","2099-12-31",""
1563600,1563600,"Chorionic Gonadotropin","Drug","RxNorm","Ingredient","S",4986,"1970-01-01","2099-12-31",""
1567198,1567198,"Insulin, Aspart, Human","Drug","RxNorm","Ingredient","S",51428,"1970-01-01","2099-12-31",""
1578181,1578181,"somatrem","Drug","RxNorm","Ingredient","S",56570,"1970-01-01","2099-12-31",""
1578445,1578445,"Tiludronate","Drug","RxNorm","Ingredient","S",57230,"1970-01-01","2099-12-31",""
1580747,1580747,"sitagliptin","Drug","RxNorm","Ingredient","S",593411,"2006-12-17","2099-12-31",""
1583722,1583722,"exenatide","Drug","RxNorm","Ingredient","S",60548,"2006-02-26","2099-12-31",""
1584910,1584910,"Somatropin","Drug","RxNorm","Ingredient","S",61148,"1970-01-01","2099-12-31",""
1586226,1586226,"Cerivastatin sodium","Drug","RxNorm","Ingredient","S",221072,"1970-01-01","2099-12-31",""
1586346,1586346,"Insulin, Regular, Pork","Drug","RxNorm","Ingredient","S",221109,"1970-01-01","2099-12-31",""
1586369,1586369,"Ultralente Insulin, Human","Drug","RxNorm","Ingredient","S",221110,"1970-01-01","2099-12-31",""
1586449,1586449,"mecasermin rinfabate","Drug","RxNorm","Ingredient","S",616877,"2006-04-02","2099-12-31",""
1586640,1586640,"nitisinone","Drug","RxNorm","Ingredient","S",61805,"1970-01-01","2099-12-31",""
1586808,1586808,"synthetic conjugated estrogens, B","Drug","RxNorm","Ingredient","S",618365,"2006-05-14","2099-12-31",""
1588000,1588000,"Desogestrel","Drug","RxNorm","Ingredient","S",22656,"1970-01-01","2099-12-31",""
1588712,1588712,"Follicle Stimulating Hormone","Drug","RxNorm","Ingredient","S",227518,"1970-01-01","2099-12-31",""
1588986,1588986,"insulin human, rDNA origin","Drug","RxNorm","Ingredient","S",631657,"2008-03-30","2099-12-31",""
1589505,1589505,"Levonorgestrel","Drug","RxNorm","Ingredient","S",6373,"1970-01-01","2099-12-31",""
1589795,1589795,"Luteinizing Hormone","Drug","RxNorm","Ingredient","S",6383,"1970-01-01","2099-12-31",""
1590165,1590165,"insulin, regular, beef-pork","Drug","RxNorm","Ingredient","S",235275,"1970-01-01","2099-12-31",""
1590418,1590418,"thyroid, porcine","Drug","RxNorm","Ingredient","S",235479,"1970-01-01","2099-12-31",""
1592085,1592085,"Lovastatin","Drug","RxNorm","Ingredient","S",6472,"1970-01-01","2099-12-31",""
1594973,1594973,"Chlorpropamide","Drug","RxNorm","Ingredient","S",2404,"1970-01-01","2099-12-31",""
1595461,1595461,"ethynodiol","Drug","RxNorm","Ingredient","S",24591,"1970-01-01","2099-12-31",""
1595799,1595799,"Ferrous fumarate","Drug","RxNorm","Ingredient","S",24941,"1970-01-01","2099-12-31",""
1596779,1596779,"synthetic conjugated estrogens, A","Drug","RxNorm","Ingredient","S",253166,"1970-01-01","2099-12-31",""
1596977,1596977,"Regular Insulin, Human","Drug","RxNorm","Ingredient","S",253182,"1970-01-01","2099-12-31",""
1597235,1597235,"follitropin beta","Drug","RxNorm","Ingredient","S",25357,"1970-01-01","2099-12-31",""
1597756,1597756,"glimepiride","Drug","RxNorm","Ingredient","S",25789,"1970-01-01","2099-12-31",""
1598493,1598493,"ESTROGENIC SUBSTANCES","Drug","RxNorm","Ingredient","S",259263,"1970-01-01","2099-12-31",""
1598658,1598658,"Clofibrate","Drug","RxNorm","Ingredient","S",2594,"1970-01-01","2099-12-31",""
1598819,1598819,"Clomiphene","Drug","RxNorm","Ingredient","S",2596,"1970-01-01","2099-12-31",""
1636145,1636145,"Stanozolol","Drug","RxNorm","Ingredient","S",10032,"1970-01-01","2099-12-31",""
1636780,1636780,"Testosterone","Drug","RxNorm","Ingredient","S",10379,"1970-01-01","2099-12-31",""
1701651,1701651,"Spectinomycin","Drug","RxNorm","Ingredient","S",270,"1970-01-01","2099-12-31",""
